id,type,"item id","item type","item owner id","item owner name","item owner email","layer id","layer title",title,coordinates,description,"image count",url,"created date","last modification date","last editor","edit count","read access","item views","Building Type",Agency,"Contact Person","Position of Contact","Phone Number",Email,"Has Waitlist","Estimated Wait Time","Has Maximum Duration of Stay","Maximum Duration of Stay","Number of Dormitory Beds","Number of Shared Bedroom Beds","Number of Single Bedroom Beds","Services Provided","Provides Case Management Services","Provides Referrals to other Agencies","Provides Health/Dental Care","Provides Meals","Provides Showers","Provides Storage","Provides Clothing/Household Goods","Other Services","Number of Studio/Bachelor Units","Number of 1 Bedroom Units","Number of 2 Bedroom Units","Number of 3 Bedroom Units","Number of 4 Bedroom Units","Number of Other Type Bedroom Units","Description of Other Type Bedroom Units","Housing is fully self contained (Bathroom/Kitchen)","Housing is fully furnished","Number Beds in house with shared bedroom(s)","Number of Beds in House with Individual Rooms","Number of Apartment Studio Units","Number of 1 Bedroom Apartment Units","Number of 2 and 3 Bedroom Apartment Units","Number of Other Units","Description of Other Type Houseing Units","Is the Building Under RTA?","Requires Damage Deposit","Damage Deposit Amount","Tenant Holds Lease","Number of Beds in Shared Accommodation House","Number of Units in Secondary House Suite","Number of Duplex Units","Number of Fourplex Units","Number of Townhouse Units","Provides Service to Males","Provides Service to Females","Provides Service to Transgender","Provides Services to Demographic: 16 - 18","Provides Services to Demographic: 19+","Provides Services to Demographic: 55+","Provides Service To Other Demographic","Can the key tenant or primary lease holder be a youth","Primary Target Residents are Individuals","Primary Target Residents are Families","Primary Target Residents are Individuals and Families","Potential residents are required to live in Kelowna for a certain amount of time","Building Accommodated Individuals with Disabilities","Some Units Accommodate Individuals with Disabilities","Exclusively Serves Aboriginal Community","Monthly Cost of Stay","The Units are RGI","Monthly Cost Calculation","Has Minimum Income Level","Has Maximum Income Level","Minimum Income Level","Maximum Income Level","Units Are Lower End of Market","Residents are Require to be on Income or Disability Assistance","Building Qualifies For Rental Assistance","Building is Pet Friendly","Pet Restrictions","Smoking is Permitted in Building","Smoking is Permitted in Units","Accommodations For Smoking","Residents are required to abstain from alcohol and drugs","Level of Drugs and Alcohol Tolerence","Clean Time Requirement","Length of Clean Time","Treatment/Detox Required First","Residents Require Professional Support for Eligibility","Supports Required For Eligibility","Referrals are Made Directly","Referrals Form","Demographic Served","Gender Served","Primary Target Resident",Logo,"Search Keywords","Wait Time Units",Website,"Social Media","Agency Contact Person","Position of Agency Contact","Contact Number","Contact Email","Office Hours"
37,marker,37,marker,1008,"Ken Zeitner",Hope.admin@shaw.ca,1,"Residential Services","Birch Manor","49.8949085, -119.4013663",,0,"=HYPERLINK(""37"",""link to 37"")","2016-11-16 23:39:43","2017-06-13 22:19:17","Ken Zeitner",0,public,101,"[""low income rental""]",10,,,,,true,,false,0,0,0,0,"[""Showers""]",,,,,,,,[],0,0,0,0,0,0,,true,false,0,0,0,0,0,0,,true,,,,,0,0,0,0,,,,,,,,false,,,,false,true,true,false,,true,,false,true,0,0,true,false,true,false,,false,false,,false,[],false,0,false,false,[],true,"Application form on agency website http://www.societyofhope.org/apply-for-housing",55+,"[""Male"",""Female"",""Transgender""]","[""Individuals"",""Couples""]",,,,,,,,,,
38,marker,38,marker,1008,"Ken Zeitner",Hope.admin@shaw.ca,1,"Residential Services","Providence Court","49.9248942, -119.4349449",,0,"=HYPERLINK(""38"",""link to 38"")","2016-11-16 23:42:35","2017-06-13 19:54:04","Ken Zeitner",0,public,147,"[""low income rental""]",10,,,,,true,,false,0,0,0,0,"[""Showers""]",,,,,,,,[],0,0,0,0,0,0,,true,false,0,0,0,0,0,0,,true,,,,,0,0,0,0,,,,,,,,false,,,,false,false,true,false,,true,,false,true,0,0,true,false,false,false,,false,false,,false,[],false,0,false,false,[],true,http://www.societyofhope.org/apply-for-housing,19+,"[""Male"",""Female"",""Transgender""]","[""Families""]",,,,,,,,,,
39,marker,39,marker,1008,"Ken Zeitner",Hope.admin@shaw.ca,1,"Residential Services","Providence Landing","49.9192886, -119.4427648","32 units of family housing",0,"=HYPERLINK(""39"",""link to 39"")","2016-11-16 23:45:01","2017-06-13 22:28:12","Ken Zeitner",0,public,156,"[""low income rental""]",10,,,,,true,,false,0,0,0,0,"[""Storage"",""Showers""]",,,,,,,,[],0,0,0,0,0,0,,true,false,0,0,0,0,0,0,,true,,,,,0,0,0,0,,,,,,,,false,,,,false,true,true,false,,true,,true,true,0,0,true,false,false,false,,true,true,,false,[],false,0,false,false,[],true,"Application form on agency website http://www.societyofhope.org/apply-for-housing",19+,"[""Male"",""Female"",""Transgender""]","[""Families""]",,,,,,,,,,
40,marker,40,marker,1008,"Ken Zeitner",Hope.admin@shaw.ca,1,"Residential Services","Providence Ridge","49.915759, -119.4504876",,0,"=HYPERLINK(""40"",""link to 40"")","2016-11-16 23:48:35","2017-06-13 19:32:53","Ken Zeitner",0,public,301,"[""low income rental""]",10,,,www.societyofhope.org,,true,,false,0,0,0,0,,,,,,,,,[],0,0,0,0,0,0,,true,false,0,0,0,0,0,0,,true,,,,,0,0,0,0,,,,,,,,false,,,,false,true,true,false,,true,,false,true,0,0,true,false,false,false,,false,false,,false,[],false,0,false,false,[],true,http://www.societyofhope.org/apply-for-housing,19+,"[""Male"",""Female"",""Transgender""]","[""Individuals"",""Families""]",,,,,,,,,,
43,marker,43,marker,1001,Amanda,amanda.barrett@jhscso.bc.ca,1,"Residential Services","Cardington Apartments","49.8879133, -119.4923707","Cardington Apartments is a Provincial Homelessness Initiative that provides 30 self contained bachelor units of low income supportive housing for adult men and women (19+) who are at risk of homelessness and/or working towards managing mental health and/or substance misuse issues.",0,"=HYPERLINK(""43"",""link to 43"")","2016-12-06 19:30:16","2017-03-22 13:36:29","Stephanie Nagy",0,public,139,"[""transitional""]",66,"Amanda Barrett","Residential Manager",250-575-9196,amanda.barrett@jhscso.bc.ca,true,6,true,0,0,0,0,"[""Case Management"",""Referrals to other Agencies"",""Storage"",""Laundry""]",,,,,,,,[],30,0,0,0,0,0,,true,true,0,0,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,true,true,true,false,400,true,"30% of gross income unless receiving MSDSI funding, than it is $400/month.",true,true,140,1200,true,false,false,false,,false,false,,false,"[""Illegal - use allowed on site, in private unit"",""Legal - Allowed back on site if intoxicated"",""Illegal - Not allowed back on site while intoxicated"",""Illegal - Evict if using""]",false,0,false,true,"[""A&D Counselor"",""Mental Health Worker"",""Psychiatrist""]",true,"Referrals are through BC Housing, see direct link below: https://www.bchousing.org/housing-assistance/housing-with-support/supportive-housing",19+,"[""Male"",""Female"",""Transgender""]","[""Individuals""]",,"supportive housing, not-for-profit, restorative justice, harm reduction, mental health, Substance misuse, homelessness, 19+, low income",,,,,,,,
45,marker,45,marker,1001,Amanda,amanda.barrett@jhscso.bc.ca,1,"Residential Services","1043 Harvey House","49.8833733, -119.4785493","1043 Harvey House is a ten-bed, shared accommodation, third stage recovery home for adult men (19+) recovering from substance misuse and substance misuse related issues.
1043 Harvey House provides a safe, nurturing and supportive environment where men recovering from substance misuse and related issues can engage in programs and activities that promote healthy living and facilitate their transition to the next stage of recovery.",0,"=HYPERLINK(""45"",""link to 45"")","2016-12-06 19:36:27","2017-03-17 12:52:45","Stephanie Nagy",0,public,70,"[""transitional""]",66,"Amanda Barrett","Residential Manager",250-575-9196,amanda.barrett@jhscso.bc.ca,true,3,true,0,0,0,9,"[""Case Management"",""Referrals to other Agencies"",""Meals""]",,,,,,,,"[""laundry""]",0,0,0,0,0,0,,true,true,0,0,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,true,false,false,false,0,false,$40/day,true,true,0,0,true,true,false,false,,false,false,,true,"[""Legal - Evict if using"",""Legal - Not allowed back on site while intoxicated"",""Illegal - Allowed back on site if intoxicated"",""Illegal - use allowed on site, in private unit""]",true,0,true,true,"[""A&D Counselor"",""Mental Health Worker"",""Psychiatrist""]",true,"Referrals are through BC Housing, see direct link below: https://www.bchousing.org/housing-assistance/housing-with-support/supportive-housing",19+,"[""Male""]","[""Individuals""]",,"transitional housing, supportive housing, not-for-profit, restorative justice, harm reduction, mental health, Substance misuse, homelessness, 19+, low income",,,,,,,,
46,marker,46,marker,1001,Amanda,amanda.barrett@jhscso.bc.ca,1,"Residential Services","New Gate Apartments","49.8902407, -119.3867261","New Gate Apartments is a Provincial Homelessness Initiative that provides 49 self contained studio units of low income supportive housing for adult men and women (19+) who are at risk of homelessness and  require some support to maintain their housing.",0,"=HYPERLINK(""46"",""link to 46"")","2016-12-06 19:38:13","2017-03-28 16:30:51","Stephanie Nagy",0,public,159,"[""supportive""]",66,"Amanda Barrett","Residential Manager",250-575-9196,amanda.barrett@jhscso.bc.ca,true,2,false,0,0,0,0,"[""Case Management"",""Referrals to other Agencies"",""Storage""]",,,,,,,,"[""laundry""]",49,0,0,0,0,0,,true,true,0,0,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,true,true,true,false,415,true,,true,true,140,1200,true,false,false,false,,false,false,,false,"[""Illegal - use allowed on site, in private unit"",""Legal - Allowed back on site if intoxicated"",""Illegal - Not allowed back on site while intoxicated"",""Illegal - Evict if using""]",false,0,false,true,"[""A&D Counselor"",""Mental Health Worker"",""Psychiatrist""]",true,"Referrals are through BC Housing, see direct link below: https://www.bchousing.org/housing-assistance/housing-with-support/supportive-housing",19+,"[""Male"",""Female"",""Transgender""]","[""Individuals""]",,"supportive housing, not-for-profit, restorative justice, harm reduction, mental health, Substance misuse, homelessness, 19+, low income",,,,,,,,
47,marker,47,marker,996,"Stephanie Nagy",stephanie.nagy@alumni.ubc.ca,1,"Residential Services","Good Samaritan Society","49.8621, -119.464","The Good Samaritan Society (GSS) is a leading faith-based, not-for-profit, registered charity in Western Canada that provides quality accommodations, health, and community care services and programs to aging individuals in need. With over 67 years of experience providing specialized health and community care services in innovative and caring environments, our operational effectiveness and overarching culture of service and care make us the provider of choice for individuals and their families seeking a supporting place to call home.
",0,"=HYPERLINK(""47"",""link to 47"")","2016-12-06 19:45:56","2017-06-29 16:47:01","Kerry Rempel",0,public,35,"[""supportive""]",49,"Annette Lachaine","recreation and volunteer coordinator","(250) 717-3918",alachaine@gss.org,true,0,false,0,0,0,0,"[""Meals"",""Storage""]",,,,,,,,"[""Laundry"",""Parking"",""Chaplain"",""visiting dentist""]",0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,false,true,true,false,0,false,,false,false,0,0,false,false,false,true,"Assisted living yes small dogs or cats and complex care no",false,false,,false,"[""Legal - use allowed on site, in private unit"",""Legal - Not allowed back on site while intoxicated""]",false,0,false,false,[],false,"I.H manages the waitlist and the referrals",55+,"[""Male"",""Female"",""Transgender""]","[""Individuals""]",,"not-for-profit, registered charity, assisted living, independent living, faith-based, senior home, 55+ , supportive housing",,,,,,,,
48,marker,48,marker,996,"Stephanie Nagy",stephanie.nagy@alumni.ubc.ca,1,"Residential Services","Mountainview Village  Assisted living and independent living.","49.8613852, -119.4646895","Assisted living and  Independent living. 
Good Samaritan Mountainview Village is located in a semi-rural orchard area that offers many spectacular mountain views. Shopping, entertainment, bus service, the Okanagan Lake and many parks are located just minutes away.",0,"=HYPERLINK(""48"",""link to 48"")","2016-12-06 19:50:37","2017-06-29 16:47:21","Kerry Rempel",0,public,69,"[""supportive""]",49,"Annette Lachaine","recreation and volunteer coordinator","(250) 717-3918",alachaine@gss.org,true,0,false,0,0,0,0,"[""Meals"",""Storage""]",,,,,,,,"[""Parking"",""Laundry"",""Chaplain"",""Visiting Dentist""]",0,0,0,0,0,0,,false,false,0,0,0,180,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,false,true,true,false,0,false,,false,false,0,0,false,false,false,true,"Assisted living yes small dogs or cats and complex care no",false,false,,false,"[""Legal - Not allowed back on site while intoxicated"",""Legal - use allowed on site, in private unit""]",false,0,false,false,[],false,"I.H manages the waitlist and the referrals. Please refer to link directly below: https://www.interiorhealth.ca/YourCare/HousingHealth/AssistedLiving/Pages/default.aspx",55+,"[""Male"",""Female"",""Transgender""]","[""Individuals""]",,"not-for-profit, registered charity, assisted living, independent living, faith-based, senior home, 55+ , supportive housing",,,,,,,,
53,marker,53,marker,996,"Stephanie Nagy",stephanie.nagy@alumni.ubc.ca,1,"Residential Services","Chartwell Chatsworth","49.881412, -119.4268888","Chartwell Chatsworth Retirement Residence is located in central Kelowna, in the heart of the stunning Okanagan Valley. Residents can enjoy the natural beauty of the area, as well as the extensive property landscaping and gardens, from the comfort of their own suite balcony or walk-out patio. Independent-minded individuals may choose from the main residence or one of the self-contained bungalows, with full access to the services and amenities this retirement community has to offer. Assisted living and 24-hour on-site care aides provide the peace of mind of knowing care is available should the need arise. Chartwell Chatsworth has built a positive reputation in the community as a retirement home known for its skilled staff and commitment to service excellence.",0,"=HYPERLINK(""53"",""link to 53"")","2016-12-06 20:27:08","2017-03-22 11:58:25","Stephanie Nagy",0,public,323,"[""supportive""]",51,"Colleen Groat","Sales Consultant","778-738-0624 ext 13167",cgroat@chartwell.com,false,3,false,0,0,0,0,"[""Meals"",""Laundry"",""Parking""]",,,,,,,,[],0,0,0,0,0,0,,true,false,0,0,0,103,0,0,"11 bungalows",false,,,,,0,0,0,0,,,,,,,65+,false,,,,false,true,true,false,$2605-4000,false,,false,false,0,0,false,false,false,true,"Limited to ground floor and bungalows for dogs.  Cats must be indoor cats and litter box trained.",false,false,"Designated smoking are on the property",false,[],false,0,false,false,[],false,"Through Interior Health. Please refer to the link directly below: https://www.interiorhealth.ca/YourCare/HousingHealth/AssistedLiving/Pages/default.aspx",Other,"[""Male"",""Female"",""Transgender""]","[""Individuals"",""Couples""]",,"Retirement Residence , 55+, senior housing, supportive housing, assisted living, retirement community",months,,,,,,,
54,marker,54,marker,1000,"Training Session",training@geolive.ca,1,"Residential Services","Karis Support Society","49.8812485, -119.4913877","Housing and support for women in recovery from addictions. 2nd stage.",0,"=HYPERLINK(""54"",""link to 54"")","2016-12-07 11:04:17","2017-06-29 16:54:33","Kerry Rempel",0,public,157,"[""transitional""]",170,"Deborah Klassen","Director of Community Involvement","250-860-9507 ext. 102",volunteer@karis-society.org,true,12,true,0,0,0,0,"[""Case Management"",""Referrals to other Agencies"",""Health\/Dental Care"",""Meals"",""Laundry"",""Parking"",""Showers""]",,,,,,,,"[""Counseling"",""employment services"",""24\/7 staff on site"",""income assistance worker on site""]",0,2,8,2,0,0,,true,true,0,18,0,0,0,0,Townhouse,false,,,,,0,0,0,0,,,,,,,,false,,,,false,true,true,false,$500-$1000,false,,false,false,0,0,false,false,false,false,"No pets",false,false,,true,"[""Illegal - Evict if using"",""Legal - Evict if using""]",false,0,true,false,[],true,"online at: karis-society.org or call for an appointment.",19+,"[""Female""]","[""Individuals"",""Families""]",,"recovery home, women ,female, supportive housing",,,,,,,,
55,marker,55,marker,997,"Brooks Hewko",brookshewko@hotmail.com,1,"Residential Services","Gordon Place","49.882473, -119.4773665",,0,"=HYPERLINK(""55"",""link to 55"")","2016-12-12 21:29:50","2017-06-29 18:00:07","Kerry Rempel",0,public,89,"[""supportive""]",174,"Ana Frias","Health and Housing Services Coordinator","(250) 462-5730",afrias@bchousing.ca,false,0,false,0,0,0,0,,,,,,,,,[],34,8,1,0,0,0,,false,false,0,0,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,[],false,0,false,false,[],false,"Referrals are through BC Housing, see direct link below: https://www.bchousing.org/housing-assistance/housing-with-support/supportive-housing",,,,,,,,,,,,,
63,marker,63,marker,997,"Brooks Hewko",brookshewko@hotmail.com,1,"Residential Services",Pennylane,"49.8883658, -119.4802047","Penny Lane is a short-term program that supports homeless, at-risk youth, ages 13 to 18 years, in making more positive choices and a healthy lifestyle. A transitional residential program, Penny Lane is a safe, stable home environment meeting the basic needs of the youth. Penny Lane also works to provide life skills and appropriate referrals while supporting and working with the youth in developing a plan to address their issues while working with other community resources in the youth's best interests.",0,"=HYPERLINK(""63"",""link to 63"")","2016-12-13 09:56:19","2017-06-29 17:30:09","Kerry Rempel",0,public,84,"[""emergency""]",62,,,250-861-5593,pennylane@obgc.ca,false,0,true,0,0,0,0,,,,,,,,,[],0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,[],false,0,false,false,[],false,"Contact the Agency at http://www.boysandgirlsclubs.ca/programs/youth-programs-and-support/shelter-housing","16 -18","[""Male"",""Female""]","[""Individuals""]",,,,,,,,,,
64,marker,64,marker,997,"Brooks Hewko",brookshewko@hotmail.com,1,"Residential Services","Okanagan Boys and Girls Clubs Emergency Youth Shelter","49.8849378, -119.4877437","The Shelter is a voluntary resource for youth ages 13-18 that are homeless (absolute or relative) or at risk of homelessness and have no safe alternatives. The resource is open from 9:00pm until 10:00am, 7 days a week. Youth may refer themselves to the program or be referred by anyone in the community, including MCFD and other youth serving organizations. The Shelter operates on a first come first serve basis and accommodates up to 10 youth per evening. Males and females are housed in separate areas of the shelter. If the resource is full, all attempts will be made to connect youth with another community resource, including but not limited to MCFD After-hours Social Workers.",0,"=HYPERLINK(""64"",""link to 64"")","2016-12-13 09:57:29","2017-06-29 17:28:19","Kerry Rempel",0,public,113,"[""emergency""]",62,"Sarah McKinnon","Centre Director","250-868-8541 Ext. 202",shelter@obgc.ca,false,0,false,0,0,0,0,,,,,,,,,[],0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,[],false,0,false,false,[],false,"Youth may refer themselves to the program or be referred by anyone in the community, including MCFD and other youth serving organizations.","16 -18","[""Male"",""Female""]","[""Individuals""]",,,,,,,,,,
69,marker,69,marker,997,"Brooks Hewko",brookshewko@hotmail.com,1,"Residential Services",Gerstmar,"49.8899867, -119.409079",,0,"=HYPERLINK(""69"",""link to 69"")","2016-12-13 10:15:45","2017-03-22 13:29:38","Stephanie Nagy",0,public,118,"[""low income rental""]",68,"Gary Daniels","Site Manager",250-470-0305,omahs@telus.net,false,0,false,0,0,0,0,"[""Parking"",""Laundry"",""Showers""]",,,,,,,,[],0,0,0,14,14,0,,true,false,0,0,0,0,0,0,,true,,,,,0,0,0,0,,,,,,,,false,,,,false,false,false,true,,true,,false,true,0,0,false,true,true,false,,false,false,,true,"[""Legal - use allowed on site, in private unit""]",false,0,false,false,[],true,"Call the Office",19+,"[""Male"",""Female"",""Transgender""]","[""Families""]",,,,,,,,,,
70,marker,70,marker,1001,Amanda,amanda.barrett@jhscso.bc.ca,1,"Residential Services","1033 Harvey House","49.8832797, -119.4787451","1033 Harvey House provides seven units (shared accommodation) of low cost housing for adult men (19+) who are able to maintain independent living.",0,"=HYPERLINK(""70"",""link to 70"")","2016-12-15 08:45:00","2017-03-22 11:40:11","Stephanie Nagy",0,public,81,"[""supportive""]",66,"Amanda Barrett","Residential Manager",250-575-9196,amanda.barrett@jhscso.bc.ca,true,1,false,0,0,0,0,[],,,,,,,,[],0,0,0,0,0,0,,false,false,0,7,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,[],false,0,false,false,[],false,"Referrals are through BC Housing, see direct link below: https://www.bchousing.org/housing-assistance/housing-with-support/supportive-housing",19+,"[""Male""]","[""Individuals""]",,"supportive housing, not-for-profit, restorative justice, harm reduction, mental health, Substance misuse, homelessness, 19+, low income",,,,,,,,
77,marker,77,marker,997,"Brooks Hewko",brookshewko@hotmail.com,1,"Residential Services","Rosemead Apartments","49.8828492, -119.4923383","Rosemead Apartments are designed for individuals with mental health issues living on limited incomes who are able to live independently over the long term.",0,"=HYPERLINK(""77"",""link to 77"")","2017-01-24 14:01:29","2017-03-28 16:31:34","Stephanie Nagy",0,public,69,,168,,,,,false,0,false,0,0,0,0,,,,,,,,,[],0,23,0,0,0,0,,false,false,0,0,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,false,false,false,false,0,true,,false,false,0,0,false,false,false,false,,false,false,,false,[],false,0,false,false,[],false,"Referrals are through BC Housing, see direct link below: https://www.bchousing.org/housing-assistance/housing-with-support/supportive-housing",19+,,"[""Individuals""]",,"Mental Health, low income",,,,,,,,
80,marker,80,marker,1002,Liz,liz@nowcanada.ca,1,"Residential Services","NOW Place Apartments","49.8831984, -119.4828216","NOW Place Apartments and the award-winning Tutt Street Place offer 60 units of affordable independent living for women, with and without children, who have a proven financial need.  ",0,"=HYPERLINK(""80"",""link to 80"")","2017-01-24 15:33:36","2017-03-17 10:42:23","Brooks Hewko",0,public,119,"[""transitional""]",78,"Judith Buckley","Building Manager","250 763 3876",info@nowcanada.ca,true,0,true,0,0,0,0,"[""Case Management"",""Referrals to other Agencies""]",,,,,,,,"[""counselling"",""employment services"",""laundry"",""Transportation provided to food bank""]",0,0,0,0,0,0,,true,false,0,0,0,13,8,0,,false,,,,,0,0,0,0,,,,,,,"serve 16 and older",true,,,,false,true,true,false,0,true,,false,false,0,0,false,false,false,false,,false,true,,true,"[""Illegal - Not allowed back on site while intoxicated"",""Legal - Not allowed back on site while intoxicated"",""Illegal - Evict if using"",""Legal - Evict if using""]",true,0,false,false,[],true,"No formal referral is needed. Prospective tenants can pick up a form at the office or online at the NOW Canada website - https://www.nowcanada.ca/housing/",Other,"[""Female""]","[""Individuals"",""Families""]",,"family home, affordable housing, addiction, clean time, sober",,,,,,,,
81,marker,81,marker,1002,Liz,liz@nowcanada.ca,1,"Residential Services","Alexandra Gardner Women And Children Safe Centre","49.8669652, -119.48771","Alexandra Gardner Women And Children Safe Centre, Domestic Violence Shelters. Safe house for women and their children. A low barrier shelter operated by New Opportunities for Women (NOW) Canada.

https://www.nowcanada.ca/",0,"=HYPERLINK(""81"",""link to 81"")","2017-01-24 15:35:53","2017-03-17 10:14:20","Kerry Rempel",0,public,123,"[""emergency""]",78,"Jenn Straume","Team Leader",250-763-2262,safecentre@nowcanada.ca,false,0,true,30,0,8,0,"[""Case Management"",""Referrals to other Agencies"",""Meals"",""Showers"",""Clothing, Household Goods"",""Storage""]",,,,,,,,"[""Referrals to Health\/Dental Care"",""laundry"",""Harm Reduction Supplies""]",0,0,0,0,0,0,,false,false,20,0,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,true,,,,false,true,true,false,0,false,,false,false,0,0,false,false,false,false,,false,false,outside,false,"[""Illegal - Allowed back on site if intoxicated"",""Legal - Allowed back on site if intoxicated""]",false,0,false,false,[],false,"no referrals are necessary - this is an emergency shelter, however we encourage people to call before turning up.",Other,"[""Transgender"",""Female""]","[""Individuals"",""Families""]",,"Women's Shelter",,,,,,,,
85,marker,85,marker,1068,evangelhs1,evangelhs1@gmail.com,1,"Residential Services","Evangel Family Manor","49.8834146, -119.480968","Offers families and senior adults spacious one, two and three bedroom apartments with kitchen, dining room, living room, bathroom, in-suite storage, 1 secure parkade stall.",0,"=HYPERLINK(""85"",""link to 85"")","2017-01-26 15:52:17","2017-07-21 15:58:00",evangelhs1,0,public,347,"[""low income rental"",""rental""]",91,"Kevin Draper",,250-762-6225,evangelhs1@gmail.com,true,0,false,0,0,0,0,"[""Storage"",""Laundry"",""Parking""]",,,,,,,,"[""Parking"",""Exercise Room"",""Common Laundry (one per floor)""]",0,0,0,0,0,0,0,true,false,0,0,0,5,59,0,,true,,,,,0,0,0,0,,,,,,,,false,,,,false,true,false,false,0,false,"1 bedroom - $682
2 bedroom - $819
3 bedroom - $950",false,false,0,0,true,false,false,false,"No Pets Allowed",false,false,"No smoking on property",false,[],false,0,false,false,[],true,http://www.evhousing.ca/Evangel-Family-Manor.php,19+,"[""Male"",""Female""]","[""Families"",""Couples"",""Individuals""]",,,,,,,,,,
89,marker,89,marker,996,"Stephanie Nagy",stephanie.nagy@alumni.ubc.ca,1,"Residential Services","Kelowna Women's Shelter","49.8963236, -119.4943403",,0,"=HYPERLINK(""89"",""link to 89"")","2017-01-26 18:09:23","2017-03-22 13:10:39","Stephanie Nagy",0,public,219,"[""emergency"",""transitional""]",117,"Roxie Van Aller","Manager of Programs and Services",778-478-7774,Roxie.vanaller@kelownawomensshelter.ca,false,,true,0,0,16,0,"[""Referrals to other Agencies"",""Meals"",""Showers"",""Storage"",""Clothing, Household Goods"",""Laundry""]",,,,,,,,"[""Child care""]",0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,"16-18  (if under Youth Agreement with MCFD and support worker in place)",true,,,,false,true,true,false,0,false,,false,false,0,0,false,false,false,false,,false,false,"Outdoor Gazebo",true,"[""Legal - use allowed on site, in private unit"",""Illegal - Not allowed back on site while intoxicated"",""Legal - Not allowed back on site while intoxicated"",""Illegal - Evict if using""]",true,0,true,false,"[""A&D Counselor""]",true,"call or visit (intake case by case).",19+,"[""Female""]","[""Individuals"",""Families""]",,"Intimate partner violence, domestic abuse, domestic violence, relationship violence, relationship abuse, women's shelter, emergency housing, transitional housing",,,,,,,,
93,marker,93,marker,1028,"Garry Zarr",fdhs@shawcable.com,1,"Residential Services","Alexander Place","49.8915214, -119.4018809",,0,"=HYPERLINK(""93"",""link to 93"")","2017-01-27 11:14:20","2017-03-22 15:01:55","Garry Zarr",0,public,188,"[""low income rental""]",160,"Gary Zarr",Administrator,250-860-1128,fdhs@shawcable.com,true,0,false,0,0,0,0,"[""Parking"",""Showers""]",,,,,,,,[],0,0,0,0,0,0,,true,false,0,0,0,0,0,0,"2-4 bedrooms available",true,,,,,0,0,0,22,,,,,,,,false,,,,false,true,true,false,$750-$950,true,,true,false,0,0,false,false,false,false,,false,false,,true,"[""Illegal - Not allowed back on site while intoxicated"",""Illegal - Evict if using""]",false,0,false,false,[],true,"Through application – call first – email application or pick up at office.",19+,"[""Male"",""Female""]","[""Families"",""Individuals"",""Couples""]",,,,,,,,,,
94,marker,94,marker,1028,"Garry Zarr",fdhs@shawcable.com,1,"Residential Services","Father Delestre Court Seniors Housing","49.8925788, -119.4002347",,0,"=HYPERLINK(""94"",""link to 94"")","2017-01-27 11:18:58","2017-03-22 14:50:18","Garry Zarr",0,public,98,"[""low income rental""]",160,"Gary Zarr",Administrator,250-860-1128,fdhs@shawcable.com,true,0,false,0,0,0,0,"[""Laundry"",""Parking"",""Showers""]",,,,,,,,[],0,0,0,0,0,0,,true,false,0,0,40,40,0,0,,true,,,,,0,0,0,0,,,,,,,,false,,,,false,true,true,false,$464-$512,false,"30% of income, remaining amount subsidized by BC Housing",false,false,0,0,false,false,false,true,"One in door cat and/or small dog – compassionate companion – doctor note",false,false,,false,[],false,0,false,false,[],true,"Through application – call first – email application or pick up at office",55+,"[""Male"",""Female""]","[""Individuals"",""Couples""]",,,,,,,,,,
95,marker,95,marker,1028,"Garry Zarr",fdhs@shawcable.com,1,"Residential Services","McGivney Family Housing","49.8738331, -119.4439739",,0,"=HYPERLINK(""95"",""link to 95"")","2017-01-27 11:22:36","2017-03-22 15:06:43","Garry Zarr",0,public,238,"[""low income rental""]",160,"Gary Zarr",Administrator,250-860-1128,fdhs@shawcable.com,true,0,false,0,0,0,0,"[""Laundry"",""Parking"",""Showers""]",,,,,,,,[],0,0,0,0,0,0,,true,false,0,0,0,6,32,0,"3-4 bedroom townhouses available",true,,,,,0,0,0,20,,,,,,,,false,,,,false,true,true,false,0,true,,false,false,0,0,true,false,false,false,"Compassionate pet (indoor car or small dog) Doctor's note required",false,false,,true,[],false,0,false,false,[],true,"Through application – call first – email application or pick up at office",19+,"[""Male"",""Female""]","[""Families"",""Couples""]",,,,,,,,,,
